CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL,,,,ETRS89 Geodetic ( Decimal Degrees )
136262,NB33NE 11,"Lewis, Lag A' Bhainne",Shieling Hut (Post Medieval)(Possible),136810,938910,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3681 3891,http://canmore.org.uk/site/136262,,,,"58.259830342, -6.4887650016, 56.6566"
136263,NB33NW 1,"Lewis, Loch Nan Caorann",Shieling Hut (Post Medieval)(Possible),134500,939400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3450 3940,http://canmore.org.uk/site/136263,,,,"58.2628302004, -6.5285678108, 56.7133"
136266,NB33SE 25,"Loch A' Bhuna, Lewis",Shieling Hut(S) (Post Medieval)(Possible),135090,930600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3509 3060,http://canmore.org.uk/site/136266,,,,"58.1843943739, -6.5085188043, 56.7187"
136267,NB33SE 26,"Loch Druim Nan Sgorach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),136430,930880,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3643 3088,http://canmore.org.uk/site/136267,,,,"58.1877035375, -6.4861189032, 56.6737"
136268,NB33SW 17,"Airigh A' Chreagain, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134820,932360,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3482 3236,http://canmore.org.uk/site/136268,,,,"58.1999904802, -6.5150985855, 56.7217"
136269,NB33SE 27,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),135300,932400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3530 3240,http://canmore.org.uk/site/136269,,,,"58.2006368726, -6.5070034609, 56.7075"
136270,NB33SW 18,"Loch An Ois, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134050,932390,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3405 3239,http://canmore.org.uk/site/136270,,,,"58.1997955962, -6.5281913846, 56.7446"
136271,NB33SW 19,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134070,931800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3407 3180,http://canmore.org.uk/site/136271,,,,"58.1945251777, -6.5271787094, 56.7459"
136272,NB33SW 20,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133880,931860,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3388 3186,http://canmore.org.uk/site/136272,,,,"58.1949478386, -6.5304689642, 56.7513"
136273,NB33SW 21,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133810,931670,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3381 3167,http://canmore.org.uk/site/136273,,,,"58.1932044911, -6.5314388728, 56.7541"
136274,NB33SW 22,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133700,932000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3370 3200,http://canmore.org.uk/site/136274,,,,"58.1960927098, -6.5336811649, 56.7562"
136275,NB33SW 23,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133400,932090,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3340 3209,http://canmore.org.uk/site/136275,,,,"58.1967173489, -6.5388712569, 56.7644"
136276,NB33SW 24,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133210,932050,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3321 3205,http://canmore.org.uk/site/136276,,,,"58.1962443952, -6.5420473247, 56.7703"
136277,NB33SW 25,"Allt Ruadh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133470,932470,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3347 3247,http://canmore.org.uk/site/136277,,,,"58.2001618663, -6.538119037, 56.7602"
136278,NB33SW 26,"Gillebish, Lewis",Shieling Hut(S) (Post Medieval)(Possible),132360,932640,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3236 3264,http://canmore.org.uk/site/136278,,,,"58.2010119295, -6.5571383894, 56.7903"
136280,NB33SW 31,"Druim Gil Speireig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),133090,931460,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3309 3146,http://canmore.org.uk/site/136280,,,,"58.1908894605, -6.5434063497, 56.776"
136284,NB33SW 32,"Loch A' Bhuna, Lewis",Shieling Hut (Post Medieval)(Possible),134450,930630,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3445 3063,http://canmore.org.uk/site/136284,,,,"58.1842784707, -6.5194021824, 56.7379"
136285,NB33NW 43,"Feadan Leitir, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134340,936090,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3434 3609,http://canmore.org.uk/site/136285,,,,"58.2330980654, -6.5274987106, 56.7284"
136286,NB33NW 44,"Feadan Nan Sgrath, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134100,936480,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3410 3648,http://canmore.org.uk/site/136286,,,,"58.2364451094, -6.5320190026, 56.7333"
136287,NB33NW 45,"Feadan Nan Sgrath, Lewis",Shieling Hut (Post Medieval)(Possible),134350,936640,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3435 3664,http://canmore.org.uk/site/136287,,,,"58.2380284694, -6.5279578234, 56.7279"
134935,NB43SW 33,"Lewis, Plasterfield",Building (Period Unassigned),144020,933470,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4402 3347,http://canmore.org.uk/site/134935,,,,"58.2153659153, -6.3602644389, 56.3651"
134936,NB43SW 34,"Lewis, Goathill Road",Building (Period Unassigned),143190,933460,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4319 3346,http://canmore.org.uk/site/134936,,,,"58.2147936039, -6.3743385011, 56.4001"
134937,NB43SW 35,"Lewis, Moss End",Township (Period Unassigned)(Possible),143700,932800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4370 3280,http://canmore.org.uk/site/134937,,,,"58.2091798371, -6.3649569802, 56.3777"
134938,NB43SW 36,"Lewis, Allt Ruadh",Farmstead (Period Unassigned),144460,933750,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4446 3375,http://canmore.org.uk/site/134938,,,,"58.218128763, -6.3531050418, 56.3465"
134939,NB43SW 38,"Lewis, Home Farm",Building (Period Unassigned),144730,931180,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4473 3118,http://canmore.org.uk/site/134939,,,,"58.1952692063, -6.345704752, 56.3298"
136310,NB34SE 30,"Lewis, Feadan Loch Gunna",Shieling Hut (Post Medieval)(Possible),139900,941640,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3990 4164,http://canmore.org.uk/site/136310,,,,"58.2861129708, -6.439331009, 56.5467"
136426,NB44SW 26,"Sron Nam Fitheach, Lewis",Shieling Hut (Post Medieval)(Possible),143570,942730,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4357 4273,http://canmore.org.uk/site/136426,,,,"58.2980301679, -6.3781356171, 56.4361"
136427,NB44SE 29,"Loch Ullavat A' Clith, Lewis",Shieling Hut (Post Medieval)(Possible),145590,943670,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4559 4367,http://canmore.org.uk/site/136427,,,,"58.3076226165, -6.3448092001, 56.375"
136428,NB44SE 30,"Loch Ullavat A' Deas, Lewis",Shieling Hut (Post Medieval)(Possible),145720,942840,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4572 4284,http://canmore.org.uk/site/136428,,,,"58.3002647631, -6.3416846881, 56.3633"
136429,NB44SW 27,"Sron Nam Fitheach, Lewis",Shieling Hut (Post Medieval)(Possible),143590,942890,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4359 4289,http://canmore.org.uk/site/136429,,,,"58.2994746627, -6.3779727552, 56.4363"
136430,NB44SE 31,"Feadan Caol, Lewis",Shieling Hut (Post Medieval)(Possible),145170,942660,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4517 4266,http://canmore.org.uk/site/136430,,,,"58.2983341295, -6.350842549, 56.3811"
136431,NB44SW 28,"Loch A' Ghainmhich, Lewis",Shieling Hut (Post Medieval)(Possible),142250,942540,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4225 4254,http://canmore.org.uk/site/136431,,,,"58.2955564469, -6.4003758631, 56.4764"
136549,NB44NE 21,"Lewis, Airiaghean Loch An Fheoir",Shieling Hut(S) (Post Medieval)(Possible),148570,947850,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4857 4785,http://canmore.org.uk/site/136549,,,,"58.3467750339, -6.2986540104, 56.3199"
136550,NB44NE 22,"Lewis, Airiaghean A' Loch Mhoir Sgeireich",Shieling Hut(S) (Post Medieval)(Possible),149290,947720,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4929 4772,http://canmore.org.uk/site/136550,,,,"58.346022929, -6.2862475488, 56.2962"
136551,NB44NE 23,"Lewis, Loch Mor A' Ghobha",Shieling Hut(S) (Post Medieval)(Possible),148340,947150,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4834 4715,http://canmore.org.uk/site/136551,,,,"58.3403739188, -6.3018082056, 56.3201"
136552,NB44NE 24,"Lewis, Airigh Choinnich",Shieling Hut(S) (Post Medieval)(Possible),148770,946740,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4877 4674,http://canmore.org.uk/site/136552,,,,"58.3369484003, -6.2940381561, 56.3033"
136553,NB44SE 461,"Bac, Lewis",Building(S) (Period Unassigned),148400,940600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4840 4060,http://canmore.org.uk/site/136553,,,,"58.2817459391, -6.2936569667, 56.2377"
136432,NB44SW 29,"Loch A' Ghainmhich, Lewis",Shieling Hut (Post Medieval)(Possible),141790,942640,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4179 4264,http://canmore.org.uk/site/136432,,,,"58.2961818863, -6.4083109425, 56.4909"
136433,NB44SE 32,"Bothan Na Caillich, Lewis",Shieling Hut (Post Medieval)(Possible),145420,942370,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4542 4237,http://canmore.org.uk/site/136433,,,,"58.2958819452, -6.3462708961, 56.3693"
136434,NB44SE 33,"Airigh An Taillear, Lewis",Shieling Hut (Post Medieval)(Possible),146810,942230,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4681 4223,http://canmore.org.uk/site/136434,,,,"58.2954312186, -6.3224743721, 56.3174"
136435,NB44SE 34,"An Eallaich, Lewis",Building (Period Unassigned),146250,940840,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4625 4084,http://canmore.org.uk/site/136435,,,,"58.2826597615, -6.3304759924, 56.3232"
136436,NB44SW 30,"Lewis, Sidheanan Airigh Nam Bodach",Shieling Hut (Post Medieval)(Possible),140600,944820,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4060 4482,http://canmore.org.uk/site/136436,,,,"58.315001919, -6.4309951177, 56.5212"
136437,NB44SE 35,"Sgarrasgir, Lewis",Farmstead (Period Unassigned),146960,943390,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4696 4339,http://canmore.org.uk/site/136437,,,,"58.3059063862, -6.321191885, 56.3252"
136439,NB44NE 13,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),145630,946780,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4563 4678,http://canmore.org.uk/site/136439,,,,"58.3354973955, -6.3475533086, 56.393"
136440,NB44NE 12,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),145710,946430,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4571 4643,http://canmore.org.uk/site/136440,,,,"58.3324093479, -6.3458054396, 56.3888"
136441,NB44NE 14,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),145660,946860,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4566 4686,http://canmore.org.uk/site/136441,,,,"58.3362312246, -6.3471306337, 56.3927"
136442,NB44NE 15,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),146630,947020,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4663 4702,http://canmore.org.uk/site/136442,,,,"58.3382253666, -6.330788366, 56.3675"
136443,NB44NE 16,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),145250,948170,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4525 4817,http://canmore.org.uk/site/136443,,,,"58.3477248848, -6.3555589395, 56.4083"
136445,NB44SW 33,"Lewis, Loch Fada Caol",Shieling Hut (Post Medieval)(Possible),143490,944290,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4349 4429,http://canmore.org.uk/site/136445,,,,"58.3119534543, -6.3812267308, 56.4447"
136446,NB44SW 34,"Lewis, Loch Fada Caol",Shieling Hut (Post Medieval)(Possible),144090,944120,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4409 4412,http://canmore.org.uk/site/136446,,,,"58.3107811092, -6.3708287645, 56.4256"
136447,NB44SW 35,"Lewis, Loch Na Laig",Shieling Hut (Post Medieval)(Possible),144530,944360,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4453 4436,http://canmore.org.uk/site/136447,,,,"58.3131865493, -6.3636070239, 56.4129"
136448,NB44SW 38,"Tom Roisnavat, Lewis",Shieling Hut (Post Medieval)(Possible),140070,940350,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4007 4035,http://canmore.org.uk/site/136448,,,,"58.2746622365, -6.4349930878, 56.5432"
136449,NB44SW 39,"Sidhean Nan Creagan Gorm, Lewis",Shieling Hut (Post Medieval)(Possible),143400,940420,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4340 4042,http://canmore.org.uk/site/136449,,,,"58.2772445462, -6.3784670707, 56.4268"
136450,NB44SE 26,"Lewis, Sidhean Airiagh Mhurchadh",Shieling Hut (Post Medieval)(Possible),146430,944170,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4643 4417,http://canmore.org.uk/site/136450,,,,"58.3125862048, -6.3310649929, 56.3504"
136451,NB44SW 36,"Tom Roisnavat, Lewis",Building (Period Unassigned),140050,940300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4005 4030,http://canmore.org.uk/site/136451,,,,"58.2742026938, -6.4352769397, 56.5437"
136452,NB44SW 37,"Feith A Mhainir, Bogha'n Arbh, Lewis",Enclosure (Period Unassigned),144930,941430,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4493 4143,http://canmore.org.uk/site/136452,,,,"58.2871796814, -6.3535694444, 56.378"
136453,NB44SE 10,"Cnoc Na Fainge, Lewis",Building(S) (Period Unassigned),145580,940300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4558 4030,http://canmore.org.uk/site/136453,,,,"58.2774365337, -6.3412748647, 56.3431"
136454,NB44SE 11,"Breasclete, Lewis",Shieling Hut(S) (Post Medieval)(Possible),145240,940190,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4524 4019,http://canmore.org.uk/site/136454,,,,"58.276254586, -6.3469340131, 56.3556"
136455,NB44SE 12,"Totannan, Lewis","Enclosure(S) (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",145000,941200,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4500 4120,http://canmore.org.uk/site/136455,,,,"58.2851605332, -6.3521258107, 56.3734"
136456,NB44SE 13,"Gearraidh Druim Niavaig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),146050,941620,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4605 4162,http://canmore.org.uk/site/136456,,,,"58.2895297209, -6.3347320655, 56.3393"
136457,NB44SE 14,"Airighean Druim Niavaig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),145900,941800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4590 4180,http://canmore.org.uk/site/136457,,,,"58.2910550481, -6.3374805969, 56.3463"
136458,NB44SE 15,"Barashader, Lewis",Shieling Hut(S) (Post Medieval)(Possible),145070,941760,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4507 4176,http://canmore.org.uk/site/136458,,,,"58.2902162048, -6.3515521543, 56.3763"
136459,NB44SE 16,"Cnoc Nan Clach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),146550,943990,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4655 4399,http://canmore.org.uk/site/136459,,,,"58.3110434491, -6.3288255197, 56.345"
136460,NB44SE 17,"Lewis, Sidhean Airiagh Mhurchadh",Shieling Hut(S) (Post Medieval)(Possible),146400,944370,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4640 4437,http://canmore.org.uk/site/136460,,,,"58.3143600179, -6.3317949697, 56.3535"
136461,NB44SE 18,"Lewis, Allt An Tartair",Shieling Hut(S) (Post Medieval)(Possible),147050,944050,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4705 4405,http://canmore.org.uk/site/136461,,,,"58.3118690685, -6.320382694, 56.329"
136462,NB44SW 21,"Lacastal, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142010,940690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4201 4069,http://canmore.org.uk/site/136462,,,,"58.2788491247, -6.4023963455, 56.4777"
136463,NB44SE 36,"Lewis, Allt Leig An Fhilidh",Shieling Hut (Post Medieval)(Possible),146420,944840,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4642 4484,http://canmore.org.uk/site/136463,,,,"58.3185807363, -6.3319703797, 56.3571"
136464,NB44SW 22,"Sidhean Nan Creagan Gorm, Lewis",Shieling Hut (Post Medieval)(Possible),143210,940630,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4321 4063,http://canmore.org.uk/site/136464,,,,"58.2790142201, -6.3819297223, 56.4353"
136465,NB44SW 23,"Airigh Loch Nam Breac, Lewis",Shieling Hut (Post Medieval)(Possible),143640,940920,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4364 4092,http://canmore.org.uk/site/136465,,,,"58.2818621281, -6.3749405099, 56.4215"
136466,NB44SE 19,"Lewis, Allt Loch Grinnavat","Shieling Hut(S) (Post Medieval)(Possible), Structure (Period Unassigned)",147120,944560,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4712 4456,http://canmore.org.uk/site/136466,,,,"58.3164768502, -6.3197495194, 56.3322"
136467,NB44SE 20,"Lewis, Airigh Eagisgra",Shieling Hut(S) (Post Medieval)(Possible),146110,944440,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4611 4444,http://canmore.org.uk/site/136467,,,,"58.3148193363, -6.3368071593, 56.3635"
136468,NB44NE 32,"Lewis, Loch Domhain",Shieling Hut (Post Medieval)(Possible),149340,945160,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4934 4516,http://canmore.org.uk/site/136468,,,,"58.3231235994, -6.2826153911, 56.266"
136469,NB44NE 33,"Lewis, Loch Grinnavat",Shieling Hut(S) (Post Medieval)(Possible),147320,945230,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4732 4523,http://canmore.org.uk/site/136469,,,,"58.32259241, -6.3170783872, 56.3324"
136470,NB44NE 34,"Lewis, Loch Grinnavat",Shieling Hut(S) (Post Medieval)(Possible),147500,945210,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4750 4521,http://canmore.org.uk/site/136470,,,,"58.3225168663, -6.3139924419, 56.3269"
136471,NB44SE 37,"Lewis, Druim Riabhach",Shieling Hut(S) (Post Medieval)(Possible),149230,944360,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4923 4436,http://canmore.org.uk/site/136471,,,,"58.3158957881, -6.2836196066, 56.2599"
136472,NB44SE 38,"Lewis, Feadan Na H-inghinn",Shieling Hut (Post Medieval)(Possible),148670,944900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4867 4490,http://canmore.org.uk/site/136472,,,,"58.3204119107, -6.2937381917, 56.2853"
136473,NB44SE 39,"Linne Sgorach, Lewis",Shieling Hut (Post Medieval)(Possible),147810,942190,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4781 4219,http://canmore.org.uk/site/136473,,,,"58.2956480097, -6.3054210041, 56.2799"
136474,NB44SE 40,"Gleann Tota Michag, Lewis",Shieling Hut (Post Medieval)(Possible),147220,941540,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4722 4154,http://canmore.org.uk/site/136474,,,,"58.2894876824, -6.3147468321, 56.2935"
136475,NB44SE 41,"Allt Gleann Tota Michag, Lewis",Shieling Hut (Post Medieval)(Possible),147400,941590,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4740 4159,http://canmore.org.uk/site/136475,,,,"58.2900389626, -6.3117401619, 56.2876"
136476,NB44SE 51,"Loch Beinn Iobheir, Lewis",Shieling Hut (Post Medieval)(Possible),149420,943630,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4942 4363,http://canmore.org.uk/site/136476,,,,"58.3094661677, -6.2795943269, 56.2421"
136477,NB44SE 50,"Loch Beinn Iobheir, Lewis",Shieling Hut (Post Medieval)(Possible),149650,943550,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4965 4355,http://canmore.org.uk/site/136477,,,,"58.3088808251, -6.275593732, 56.2321"
136478,NB44SE 42,"Bottom Long Pool, Lewis",Building (Period Unassigned),147600,942510,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4760 4251,http://canmore.org.uk/site/136478,,,,"58.2983933589, -6.3093421557, 56.2914"
136479,NB44SE 43,"Buaile Ghlas, Griais, Lewis","Head Dyke (Post Medieval), Township (Period Unassigned)",149220,942650,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4922 4265,http://canmore.org.uk/site/136479,,,,"58.300574866, -6.2819349586, 56.2339"
136480,NB44SE 44,"Griais, Lewis","Head Dyke (Post Medieval), Township (Period Unassigned)",148800,942500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4880 4250,http://canmore.org.uk/site/136480,,,,"58.2989914896, -6.2889174057, 56.247"
136481,NB44SE 45,"Griais, Lewis","Head Dyke (Post Medieval), Township (Period Unassigned)",148400,942000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4840 4200,http://canmore.org.uk/site/136481,,,,"58.294284555, -6.2951784261, 56.255"
136482,NB44SE 460,"Bac, Lewis","School (Period Unassigned), Smithy (Period Unassigned), Township (Period Unassigned)",148500,940700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4850 4070,http://canmore.org.uk/site/136482,,,,"58.2826987727, -6.2920651991, 56.2345"
136483,NB44SE 47,"Cnoc Mor, Bac, Lewis",Farmstead (Period Unassigned),149130,940910,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4913 4091,http://canmore.org.uk/site/136483,,,,"58.2849395307, -6.2815800345, 56.2124"
136484,NB44SE 48,"Cnoc An T-soluis, Lewis",Farmstead (Period Unassigned),147940,940690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4794 4069,http://canmore.org.uk/site/136484,,,,"58.2822885126, -6.3015764729, 56.256"
136485,NB44SE 21,"Lewis, Airigh Eagisgra",Shieling Hut(S) (Post Medieval)(Possible),146010,944680,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4601 4468,http://canmore.org.uk/site/136485,,,,"58.3169108498, -6.3387727893, 56.3684"
136486,NB44SE 22,"Lewis, Airigh Eagisgra",Shieling Hut(S) (Post Medieval)(Possible),145930,944850,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4593 4485,http://canmore.org.uk/site/136486,,,,"58.3183870135, -6.3403212708, 56.3724"
136487,NB44SE 23,"Lewis, Airigh Eagisgra",Shieling Hut (Post Medieval)(Possible),145930,944950,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4593 4495,http://canmore.org.uk/site/136487,,,,"58.319282571, -6.3404312394, 56.3729"
136488,NB44SE 52,"Bac, Lewis",Structure (Period Unassigned),148390,940150,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4839 4015,http://canmore.org.uk/site/136488,,,,"58.2777099344, -6.2933382135, 56.2325"
136489,NB44SE 49,"Abhainn Ghriais, Lewis","Enclosure (Period Unassigned), Field System (Period Unassigned)",148050,941900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4805 4190,http://canmore.org.uk/site/136489,,,,"58.2931884235, -6.3010228615, 56.2669"
136490,NB44SE 24,"Lewis, Allt Leig An Fhilidh",Shieling Hut (Post Medieval)(Possible),146390,944700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4639 4470,http://canmore.org.uk/site/136490,,,,"58.3173096149, -6.3323273212, 56.3569"
136491,NB44SE 25,"Lewis, Allt Leig An Fhilidh",Shieling Hut (Post Medieval)(Possible),146370,944560,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4637 4456,http://canmore.org.uk/site/136491,,,,"58.316044269, -6.3325140479, 56.3565"
136493,NB44NW 15,"Lewis, Loch An Tobair",Shieling Hut(S) (Post Medieval)(Possible),143670,945310,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4367 4531,http://canmore.org.uk/site/136493,,,,"58.3211927734, -6.3792952973, 56.4427"
136497,NB44NE 27,"Lewis, Allt Leig An Fhilidh",Shieling Hut (Post Medieval)(Possible),146370,945040,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4637 4504,http://canmore.org.uk/site/136497,,,,"58.3203429869, -6.3330409631, 56.3606"
136504,NB44NW 11,"Lewis, Loch An Tobair",Shieling Hut(S) (Post Medieval)(Possible),143770,945820,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4377 4582,http://canmore.org.uk/site/136504,,,,"58.3258182585, -6.3781590193, 56.4413"
136505,NB44NW 12,"Lewis, Loch An Fheoir",Shieling Hut (Post Medieval)(Possible),144090,945940,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4409 4594,http://canmore.org.uk/site/136505,,,,"58.3270795635, -6.3728446787, 56.433"
136508,NB44NE 28,"Lewis, Allt Leig An Fhilidh",Shieling Hut (Post Medieval)(Possible),146560,945240,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4656 4524,http://canmore.org.uk/site/136508,,,,"58.3222438502, -6.3300263578, 56.3561"
136509,NB44NE 29,"Lewis, Feadan Phail",Shieling Hut (Post Medieval)(Possible),145660,945450,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4566 4545,http://canmore.org.uk/site/136509,,,,"58.3236039911, -6.3455772711, 56.3847"
136378,NB43NE 142,"Breivig, Lewis",Building (Period Unassigned),148950,939400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4895 3940,http://canmore.org.uk/site/136378,,,,"58.2713127727, -6.283004645, 56.2031"
